State,District,"Subdistt
(Police Station)",Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,
21,381,2949,398990,0,0,VILLAGE,Pankal,Rural,314,1324,695,629,145,85,60,199,112,87,5,2,3,1104,595,509,220,100,120,394,366,28,367,339,28,61,59,2,47,47,0,0,0,0,259,233,26,27,27,0,1,1,0,20,20,0,0,0,0,6,6,0,25,25,0,0,0,0,20,20,0,0,0,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,930,329,601,,Found,At row ...19761
21,381,2949,398991,0,0,VILLAGE,Godarabandha,Rural,82,360,169,191,61,27,34,0,0,0,353,165,188,155,94,61,205,75,130,146,100,46,84,84,0,0,0,0,11,11,0,1,1,0,72,72,0,62,16,46,0,0,0,16,6,10,0,0,0,46,10,36,24,9,15,0,0,0,7,3,4,0,0,0,17,6,11,38,7,31,0,0,0,9,3,6,0,0,0,29,4,25,214,69,145,,Found,At row ...19762
21,381,2949,398992,0,0,VILLAGE,Baliput,Rural,238,1052,547,505,115,61,54,124,66,58,1,1,0,624,375,249,428,172,256,360,317,43,170,156,14,31,31,0,90,89,1,3,3,0,46,33,13,190,161,29,39,38,1,40,40,0,10,4,6,101,79,22,89,81,8,33,32,1,24,24,0,6,1,5,26,24,2,101,80,21,6,6,0,16,16,0,4,3,1,75,55,20,692,230,462,,Found,At row ...19763
21,381,2949,398993,0,0,VILLAGE,Baneswarpada,Rural,118,532,282,250,59,28,31,55,31,24,0,0,0,356,210,146,176,72,104,170,162,8,35,32,3,4,3,1,5,5,0,1,1,0,25,23,2,135,130,5,8,7,1,111,107,4,10,10,0,6,6,0,121,120,1,6,5,1,100,100,0,9,9,0,6,6,0,14,10,4,2,2,0,11,7,4,1,1,0,0,0,0,362,120,242,,Found,At row ...19764
21,381,2949,398994,0,0,VILLAGE,Karadapalli,Rural,198,833,395,438,107,50,57,95,43,52,0,0,0,620,315,305,213,80,133,230,195,35,193,178,15,44,43,1,41,34,7,0,0,0,108,101,7,37,17,20,1,1,0,23,6,17,0,0,0,13,10,3,30,10,20,1,1,0,22,5,17,0,0,0,7,4,3,7,7,0,0,0,0,1,1,0,0,0,0,6,6,0,603,200,403,,Found,At row ...19765
21,381,2949,398995,0,0,VILLAGE,Nizigarh,Rural,885,3943,2015,1928,414,214,200,536,266,270,142,70,72,3064,1644,1420,879,371,508,1136,967,169,1030,876,154,97,90,7,137,129,8,8,7,1,788,650,138,106,91,15,2,2,0,31,28,3,1,0,1,72,61,11,95,84,11,2,2,0,29,27,2,1,0,1,63,55,8,11,7,4,0,0,0,2,1,1,0,0,0,9,6,3,2807,1048,1759,,Found,At row ...19766
21,381,2949,398996,0,0,VILLAGE,Gopinahapursasan,Rural,251,1032,526,506,111,60,51,119,54,65,286,135,151,630,350,280,402,176,226,426,292,134,314,224,90,39,37,2,16,16,0,21,20,1,238,151,87,112,68,44,0,0,0,29,29,0,9,6,3,74,33,41,90,50,40,0,0,0,24,24,0,6,5,1,60,21,39,22,18,4,0,0,0,5,5,0,3,1,2,14,12,2,606,234,372,,Found,At row ...19767
21,381,2949,398997,0,0,VILLAGE,Kumbhiput,Rural,227,928,484,444,108,47,61,570,290,280,0,0,0,681,397,284,247,87,160,316,280,36,246,230,16,34,34,0,103,98,5,0,0,0,109,98,11,70,50,20,1,1,0,47,38,9,0,0,0,22,11,11,55,36,19,1,1,0,36,27,9,0,0,0,18,8,10,15,14,1,0,0,0,11,11,0,0,0,0,4,3,1,612,204,408,,Found,At row ...19768
21,381,2949,398998,0,0,VILLAGE,Mahuldhipa,Rural,124,567,302,265,59,36,23,58,29,29,0,0,0,446,252,194,121,50,71,196,170,26,169,162,7,89,88,1,47,47,0,1,0,1,32,27,5,27,8,19,0,0,0,12,7,5,11,0,11,4,1,3,27,8,19,0,0,0,12,7,5,11,0,11,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,132,239,,Found,At row ...19769
21,381,2949,398999,0,0,VILLAGE,Badabhuibahrbila,Rural,123,582,299,283,80,37,43,109,59,50,0,0,0,430,246,184,152,53,99,217,160,57,216,159,57,44,44,0,23,23,0,105,53,52,44,39,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,139,226,,Found,At row ...19770
21,381,2949,399000,0,0,VILLAGE,Samapada,Rural,479,2210,1153,1057,235,124,111,52,26,26,0,0,0,1609,909,700,601,244,357,765,629,136,671,540,131,119,118,1,211,210,1,239,130,109,102,82,20,94,89,5,0,0,0,18,18,0,1,1,0,75,70,5,16,16,0,0,0,0,5,5,0,1,1,0,10,10,0,78,73,5,0,0,0,13,13,0,0,0,0,65,60,5,1445,524,921,,Found,At row ...19771
21,381,2949,399001,0,0,VILLAGE,Chasaanara,Rural,167,735,361,374,62,35,27,150,68,82,0,0,0,535,285,250,200,76,124,200,186,14,167,159,8,84,84,0,18,18,0,5,2,3,60,55,5,33,27,6,2,2,0,19,17,2,4,0,4,8,8,0,26,23,3,2,2,0,14,13,1,2,0,2,8,8,0,7,4,3,0,0,0,5,4,1,2,0,2,0,0,0,535,175,360,,Found,At row ...19772
21,381,2949,399002,0,0,VILLAGE,Paikianara,Rural,406,1842,961,881,195,108,87,250,135,115,0,0,0,1465,814,651,377,147,230,705,541,164,582,531,51,276,275,1,122,109,13,41,14,27,143,133,10,123,10,113,5,1,4,107,4,103,5,1,4,6,4,2,120,8,112,5,1,4,106,4,102,4,0,4,5,3,2,3,2,1,0,0,0,1,0,1,1,1,0,1,1,0,1137,420,717,,Found,At row ...19773
21,381,2949,399003,0,0,VILLAGE,Purunatigiria,Rural,813,3578,1806,1772,369,185,184,330,153,177,4,1,3,2753,1515,1238,825,291,534,1184,1004,180,879,809,70,129,128,1,306,298,8,51,30,21,393,353,40,305,195,110,29,29,0,148,61,87,6,5,1,122,100,22,178,72,106,21,21,0,112,26,86,3,2,1,42,23,19,127,123,4,8,8,0,36,35,1,3,3,0,80,77,3,2394,802,1592,,Found,At row ...19774
21,381,2949,399004,0,0,VILLAGE,Kanthipur,Rural,95,407,214,193,44,25,19,7,2,5,0,0,0,269,159,110,138,55,83,145,126,19,102,98,4,57,57,0,15,15,0,5,4,1,25,22,3,43,28,15,6,6,0,10,8,2,11,0,11,16,14,2,39,25,14,5,5,0,8,7,1,11,0,11,15,13,2,4,3,1,1,1,0,2,1,1,0,0,0,1,1,0,262,88,174,,Found,At row ...19775
21,381,2949,399005,0,0,VILLAGE,Raghurampur,Rural,156,641,354,287,50,27,23,39,22,17,0,0,0,498,307,191,143,47,96,214,204,10,103,95,8,54,54,0,9,8,1,6,6,0,34,27,7,111,109,2,28,28,0,81,79,2,0,0,0,2,2,0,93,92,1,19,19,0,72,71,1,0,0,0,2,2,0,18,17,1,9,9,0,9,8,1,0,0,0,0,0,0,427,150,277,,Found,At row ...19776
21,381,2949,399006,0,0,VILLAGE,Koilikanya,Rural,102,547,280,267,74,30,44,21,9,12,0,0,0,406,230,176,141,50,91,180,175,5,177,173,4,43,43,0,108,107,1,0,0,0,26,23,3,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,367,105,262,,Found,At row ...19777
21,381,2949,399007,0,0,VILLAGE,Kalibiri,Rural,396,1812,914,898,175,84,91,807,398,409,0,0,0,1389,768,621,423,146,277,552,480,72,447,419,28,69,68,1,74,73,1,10,7,3,294,271,23,105,61,44,1,1,0,21,21,0,8,1,7,75,38,37,85,49,36,1,1,0,17,17,0,8,1,7,59,30,29,20,12,8,0,0,0,4,4,0,0,0,0,16,8,8,1260,434,826,,Found,At row ...19778
21,381,2949,399008,0,0,VILLAGE,Bindhanima,Rural,1074,5151,2615,2536,486,229,257,772,370,402,3,2,1,3964,2161,1803,1187,454,733,1636,1442,194,1327,1227,100,244,243,1,330,321,9,83,69,14,670,594,76,309,215,94,36,35,1,123,113,10,38,10,28,112,57,55,245,180,65,29,28,1,96,93,3,35,8,27,85,51,34,64,35,29,7,7,0,27,20,7,3,2,1,27,6,21,3515,1173,2342,,Found,At row ...19779
21,381,2949,399009,0,0,VILLAGE,Gadadharapur,Rural,409,1835,934,901,208,93,115,134,64,70,0,0,0,1234,703,531,601,231,370,726,566,160,597,556,41,168,167,1,254,250,4,83,60,23,92,79,13,129,10,119,1,1,0,85,2,83,30,3,27,13,4,9,125,8,117,1,1,0,85,2,83,28,2,26,11,3,8,4,2,2,0,0,0,0,0,0,2,1,1,2,1,1,1109,368,741,,Found,At row ...19780
21,381,2949,399010,0,0,VILLAGE,Banamalipur,Rural,247,1117,612,505,106,61,45,84,45,39,0,0,0,742,445,297,375,167,208,388,379,9,329,323,6,80,79,1,175,175,0,10,10,0,64,59,5,59,56,3,0,0,0,24,24,0,19,19,0,16,13,3,55,53,2,0,0,0,24,24,0,19,19,0,12,10,2,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,729,233,496,,Found,At row ...19781
21,381,2949,399011,0,0,VILLAGE,Biriput,Rural,208,910,469,441,90,44,46,74,43,31,184,94,90,668,372,296,242,97,145,286,249,37,179,169,10,16,16,0,35,34,1,2,2,0,126,117,9,107,80,27,8,7,1,51,45,6,2,2,0,46,26,20,77,64,13,4,4,0,47,43,4,2,2,0,24,15,9,30,16,14,4,3,1,4,2,2,0,0,0,22,11,11,624,220,404,,Found,At row ...19782
21,381,2949,399012,0,0,VILLAGE,Basudevpur,Rural,197,967,478,489,96,47,49,0,0,0,0,0,0,712,381,331,255,97,158,314,301,13,271,260,11,74,74,0,107,105,2,6,6,0,84,75,9,43,41,2,1,1,0,7,7,0,4,4,0,31,29,2,35,34,1,1,1,0,7,7,0,3,3,0,24,23,1,8,7,1,0,0,0,0,0,0,1,1,0,7,6,1,653,177,476,,Found,At row ...19783
21,381,2949,399013,0,0,VILLAGE,Bhogada,Rural,183,777,393,384,75,34,41,30,16,14,0,0,0,550,309,241,227,84,143,329,278,51,294,255,39,55,55,0,17,16,1,31,22,9,191,162,29,35,23,12,0,0,0,6,6,0,11,4,7,18,13,5,27,17,10,0,0,0,3,3,0,9,4,5,15,10,5,8,6,2,0,0,0,3,3,0,2,0,2,3,3,0,448,115,333,,Found,At row ...19784
21,381,2949,399014,0,0,VILLAGE,Belanta,Rural,159,694,385,309,71,42,29,20,9,11,0,0,0,502,285,217,192,100,92,256,244,12,186,177,9,39,39,0,107,104,3,0,0,0,40,34,6,70,67,3,13,12,1,56,55,1,0,0,0,1,0,1,70,67,3,13,12,1,56,55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,141,297,,Found,At row ...19785
21,381,2949,399015,0,0,VILLAGE,Harisaranpur,Rural,162,698,359,339,70,36,34,15,6,9,0,0,0,403,220,183,295,139,156,264,199,65,257,194,63,75,74,1,26,26,0,70,15,55,86,79,7,7,5,2,1,0,1,2,2,0,1,0,1,3,3,0,5,3,2,1,0,1,2,2,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,434,160,274,,Found,At row ...19786
21,381,2949,399016,0,0,VILLAGE,Manpur,Rural,269,1307,671,636,144,75,69,276,131,145,0,0,0,859,482,377,448,189,259,376,348,28,355,339,16,99,96,3,68,68,0,3,3,0,185,172,13,21,9,12,3,1,2,1,1,0,3,2,1,14,5,9,20,8,12,3,1,2,1,1,0,2,1,1,14,5,9,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,931,323,608,,Found,At row ...19787
21,381,2949,399017,0,0,VILLAGE,Sananauput,Rural,123,466,242,224,54,27,27,55,28,27,0,0,0,325,175,150,141,67,74,158,151,7,134,130,4,33,32,1,32,31,1,0,0,0,69,67,2,24,21,3,0,0,0,10,9,1,0,0,0,14,12,2,20,17,3,0,0,0,6,5,1,0,0,0,14,12,2,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,308,91,217,,Found,At row ...19788
21,381,2949,399018,0,0,VILLAGE,Hatamal,Rural,301,1282,678,604,147,78,69,376,198,178,1,1,0,828,479,349,454,199,255,539,434,105,374,360,14,125,124,1,142,141,1,1,1,0,106,94,12,165,74,91,12,12,0,144,54,90,1,0,1,8,8,0,82,55,27,10,10,0,64,38,26,1,0,1,7,7,0,83,19,64,2,2,0,80,16,64,0,0,0,1,1,0,743,244,499,,Found,At row ...19789
21,381,2949,399019,0,0,VILLAGE,Sunthipal,Rural,327,1402,743,659,128,68,60,129,73,56,0,0,0,1084,607,477,318,136,182,424,410,14,386,377,9,112,111,1,161,159,2,7,7,0,106,100,6,38,33,5,4,4,0,22,21,1,2,0,2,10,8,2,27,23,4,4,4,0,15,14,1,2,0,2,6,5,1,11,10,1,0,0,0,7,7,0,0,0,0,4,3,1,978,333,645,,Found,At row ...19790
21,381,2949,399020,0,0,VILLAGE,Bishnupur,Rural,249,1128,605,523,107,56,51,19,11,8,0,0,0,779,454,325,349,151,198,389,352,37,380,349,31,168,166,2,167,165,2,20,2,18,25,16,9,9,3,6,3,2,1,4,1,3,1,0,1,1,0,1,8,3,5,3,2,1,3,1,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,739,253,486,,Found,At row ...19791
21,381,2949,399021,0,0,VILLAGE,Nandapur,Rural,104,485,271,214,55,33,22,113,62,51,0,0,0,393,226,167,92,45,47,173,157,16,158,152,6,45,45,0,80,80,0,0,0,0,33,27,6,15,5,10,1,1,0,8,2,6,0,0,0,6,2,4,10,3,7,0,0,0,4,1,3,0,0,0,6,2,4,5,2,3,1,1,0,4,1,3,0,0,0,0,0,0,312,114,198,,Found,At row ...19792
21,381,2949,399022,0,0,VILLAGE,Samapur,Rural,49,185,98,87,28,13,15,166,87,79,0,0,0,109,68,41,76,30,46,55,52,3,54,51,3,10,10,0,34,33,1,0,0,0,10,8,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,46,84,,Found,At row ...19793
21,381,2949,399023,0,0,VILLAGE,Badanauput,Rural,288,1286,685,601,145,77,68,196,99,97,0,0,0,976,558,418,310,127,183,453,402,51,406,389,17,233,229,4,84,82,2,17,17,0,72,61,11,47,13,34,24,5,19,18,5,13,3,2,1,2,1,1,42,11,31,24,5,19,16,5,11,0,0,0,2,1,1,5,2,3,0,0,0,2,0,2,3,2,1,0,0,0,833,283,550,,Found,At row ...19794
21,381,2949,399024,0,0,VILLAGE,Salijanga,Rural,136,535,277,258,54,28,26,5,2,3,0,0,0,395,220,175,140,57,83,160,153,7,158,153,5,36,36,0,102,100,2,1,1,0,19,16,3,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,124,251,,Found,At row ...19795
21,381,2949,399025,0,0,VILLAGE,Baulanga,Rural,272,1140,600,540,110,61,49,139,68,71,0,0,0,847,476,371,293,124,169,374,341,33,345,322,23,98,98,0,147,147,0,11,5,6,89,72,17,29,19,10,2,1,1,15,11,4,2,1,1,10,6,4,21,15,6,1,1,0,11,9,2,2,1,1,7,4,3,8,4,4,1,0,1,4,2,2,0,0,0,3,2,1,766,259,507,,Found,At row ...19796
21,381,2949,399026,0,0,VILLAGE,Khandahata,Rural,219,950,497,453,107,52,55,37,20,17,1,0,1,739,424,315,211,73,138,339,316,23,323,311,12,135,134,1,76,75,1,3,3,0,109,99,10,16,5,11,4,2,2,8,2,6,0,0,0,4,1,3,6,2,4,1,0,1,1,1,0,0,0,0,4,1,3,10,3,7,3,2,1,7,1,6,0,0,0,0,0,0,611,181,430,,Found,At row ...19797
21,381,2949,399027,0,0,TOWN,Nuapatna (CT),Urban,1689,8057,4208,3849,761,404,357,349,186,163,165,74,91,6094,3426,2668,1963,782,1181,3287,2393,894,2820,2286,534,29,29,0,91,70,21,1513,1155,358,1187,1032,155,467,107,360,8,8,0,1,1,0,403,63,340,55,35,20,451,101,350,7,7,0,1,1,0,396,63,333,47,30,17,16,6,10,1,1,0,0,0,0,7,0,7,8,5,3,4770,1815,2955,,Found,At row ...19798
21,381,2949,399027,1,0,WARD,Nuapatna (CT) WARD NO.-0001,Urban,1689,8057,4208,3849,761,404,357,349,186,163,165,74,91,6094,3426,2668,1963,782,1181,3287,2393,894,2820,2286,534,29,29,0,91,70,21,1513,1155,358,1187,1032,155,467,107,360,8,8,0,1,1,0,403,63,340,55,35,20,451,101,350,7,7,0,1,1,0,396,63,333,47,30,17,16,6,10,1,1,0,0,0,0,7,0,7,8,5,3,4770,1815,2955,,,
21,381,2950,0,0,0,SUB-DISTRICT,Athagad  P.S,Total,19308,89132,45963,43169,9513,5109,4404,15760,8017,7743,3604,1807,1797,68575,37502,31073,20557,8461,12096,32342,25734,6608,23544,21253,2291,6569,6346,223,5186,4571,615,703,596,107,11086,9740,1346,8798,4481,4317,842,375,467,5477,2713,2764,587,245,342,1892,1148,744,6056,3292,2764,678,333,345,3245,1708,1537,512,225,287,1621,1026,595,2742,1189,1553,164,42,122,2232,1005,1227,75,20,55,271,122,149,56790,20229,36561,,,
21,381,2950,0,0,0,SUB-DISTRICT,Athagad  P.S,Rural,15811,71828,37033,34795,7841,4216,3625,12096,6180,5916,3144,1579,1565,54551,29979,24572,17277,7054,10223,27068,21182,5886,18982,17224,1758,6340,6119,221,4958,4372,586,628,523,105,7056,6210,846,8086,3958,4128,828,361,467,5104,2445,2659,553,229,324,1601,923,678,5405,2800,2605,668,323,345,2885,1446,1439,489,210,279,1363,821,542,2681,1158,1523,160,38,122,2219,999,1220,64,19,45,238,102,136,44760,15851,28909,,,
21,381,2950,0,0,0,SUB-DISTRICT,Athagad  P.S,Urban,3497,17304,8930,8374,1672,893,779,3664,1837,1827,460,228,232,14024,7523,6501,3280,1407,1873,5274,4552,722,4562,4029,533,229,227,2,228,199,29,75,73,2,4030,3530,500,712,523,189,14,14,0,373,268,105,34,16,18,291,225,66,651,492,159,10,10,0,360,262,98,23,15,8,258,205,53,61,31,30,4,4,0,13,6,7,11,1,10,33,20,13,12030,4378,7652,,,
21,381,2950,399028,0,0,VILLAGE,Matikot,Rural,197,821,431,390,109,63,46,476,247,229,0,0,0,527,306,221,294,125,169,265,225,40,223,188,35,12,11,1,117,93,24,2,1,1,92,83,9,42,37,5,6,6,0,17,16,1,0,0,0,19,15,4,30,26,4,5,5,0,10,9,1,0,0,0,15,12,3,12,11,1,1,1,0,7,7,0,0,0,0,4,3,1,556,206,350,,Found,At row ...19801
21,381,2950,399029,0,0,VILLAGE,Patanda,Rural,265,1157,603,554,131,77,54,312,159,153,0,0,0,786,437,349,371,166,205,426,366,60,261,252,9,131,130,1,77,75,2,0,0,0,53,47,6,165,114,51,37,27,10,121,80,41,0,0,0,7,7,0,154,107,47,32,24,8,115,76,39,0,0,0,7,7,0,11,7,4,5,3,2,6,4,2,0,0,0,0,0,0,731,237,494,,Found,At row ...19802
21,381,2950,399030,0,0,VILLAGE,Arakhapatana,Rural,151,760,393,367,80,45,35,76,34,42,0,0,0,606,335,271,154,58,96,227,208,19,206,195,11,4,4,0,1,1,0,5,5,0,196,185,11,21,13,8,1,1,0,0,0,0,1,1,0,19,11,8,18,12,6,1,1,0,0,0,0,1,1,0,16,10,6,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,533,185,348,,Found,At row ...19803
21,381,2950,399031,0,0,VILLAGE,Muktadeipur,Rural,161,596,309,287,73,44,29,124,66,58,0,0,0,486,260,226,110,49,61,194,165,29,55,51,4,0,0,0,4,3,1,3,3,0,48,45,3,139,114,25,2,1,1,110,86,24,4,4,0,23,23,0,138,113,25,2,1,1,109,85,24,4,4,0,23,23,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,402,144,258,,Found,At row ...19804
21,381,2950,399032,0,0,VILLAGE,Jaganathaballavapur Sasan,Rural,21,91,46,45,3,1,2,0,0,0,0,0,0,80,45,35,11,1,10,23,19,4,15,14,1,1,1,0,0,0,0,0,0,0,14,13,1,8,5,3,0,0,0,1,1,0,0,0,0,7,4,3,8,5,3,0,0,0,1,1,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,27,41,,Found,At row ...19805
21,381,2950,399033,0,0,VILLAGE,Bhagirathipur,Rural,127,516,265,251,63,34,29,0,0,0,1,1,0,328,181,147,188,84,104,157,129,28,122,102,20,10,9,1,84,76,8,14,5,9,14,12,2,35,27,8,3,2,1,15,12,3,2,1,1,15,12,3,33,25,8,3,2,1,13,10,3,2,1,1,15,12,3,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,359,136,223,,Found,At row ...19806
21,381,2950,399034,0,0,VILLAGE,Jenapadadesh,Rural,535,2268,1187,1081,237,128,109,460,234,226,0,0,0,1778,997,781,490,190,300,856,732,124,809,697,112,637,537,100,110,104,6,6,4,2,56,52,4,47,35,12,3,3,0,23,17,6,5,0,5,16,15,1,47,35,12,3,3,0,23,17,6,5,0,5,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,455,957,,Found,At row ...19807
21,381,2950,399035,0,0,VILLAGE,Ichhapur,Rural,241,992,517,475,97,45,52,133,68,65,0,0,0,817,455,362,175,62,113,247,237,10,216,213,3,67,67,0,104,104,0,0,0,0,45,42,3,31,24,7,0,0,0,10,10,0,0,0,0,21,14,7,31,24,7,0,0,0,10,10,0,0,0,0,21,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,280,465,,Found,At row ...19808
21,381,2950,399036,0,0,VILLAGE,Jenapadadal,Rural,232,849,419,430,76,44,32,93,48,45,0,0,0,654,339,315,195,80,115,223,208,15,202,193,9,62,61,1,78,78,0,0,0,0,62,54,8,21,15,6,6,6,0,9,6,3,1,1,0,5,2,3,19,15,4,6,6,0,7,6,1,1,1,0,5,2,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,626,211,415,,Found,At row ...19809
21,381,2950,399037,0,0,VILLAGE,Gudupada,Rural,287,1282,698,584,141,90,51,69,41,28,32,18,14,1039,588,451,243,110,133,602,439,163,402,388,14,306,303,3,26,22,4,3,3,0,67,60,7,200,51,149,147,27,120,43,20,23,3,0,3,7,4,3,191,45,146,141,22,119,41,19,22,3,0,3,6,4,2,9,6,3,6,5,1,2,1,1,0,0,0,1,0,1,680,259,421,,Found,At row ...19810
21,381,2950,399038,0,0,VILLAGE,Jaganathpur,Rural,38,193,107,86,22,12,10,139,76,63,0,0,0,161,93,68,32,14,18,57,55,2,51,50,1,8,8,0,42,41,1,0,0,0,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,52,84,,Found,At row ...19811
21,381,2950,399039,0,0,VILLAGE,Koranga,Rural,121,521,275,246,52,26,26,28,14,14,0,0,0,420,241,179,101,34,67,178,159,19,148,138,10,19,19,0,80,79,1,13,8,5,36,32,4,30,21,9,2,1,1,0,0,0,7,4,3,21,16,5,27,19,8,2,1,1,0,0,0,7,4,3,18,14,4,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,343,116,227,,Found,At row ...19812
21,381,2950,399040,0,0,VILLAGE,Talabasta,Rural,80,363,187,176,41,20,21,0,0,0,0,0,0,268,152,116,95,35,60,150,122,28,130,121,9,89,87,2,3,3,0,1,1,0,37,30,7,20,1,19,0,0,0,16,0,16,0,0,0,4,1,3,20,1,19,0,0,0,16,0,16,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,65,148,,Found,At row ...19813
21,381,2950,399041,0,0,VILLAGE,Sathilo,Rural,595,2675,1420,1255,304,180,124,705,359,346,0,0,0,1948,1113,835,727,307,420,1078,874,204,785,733,52,461,456,5,172,159,13,5,5,0,147,113,34,293,141,152,22,14,8,188,98,90,8,2,6,75,27,48,198,100,98,11,10,1,144,72,72,6,1,5,37,17,20,95,41,54,11,4,7,44,26,18,2,1,1,38,10,28,1597,546,1051,,Found,At row ...19814
21,381,2950,399042,0,0,VILLAGE,Kuanla,Rural,190,757,377,380,54,32,22,143,70,73,0,0,0,617,318,299,140,59,81,372,252,120,253,247,6,74,74,0,162,158,4,5,4,1,12,11,1,119,5,114,2,0,2,110,1,109,1,0,1,6,4,2,119,5,114,2,0,2,110,1,109,1,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,125,260,,Found,At row ...19815
21,381,2950,399043,0,0,VILLAGE,Amrutamonahipatana,Rural,93,462,236,226,40,26,14,4,2,2,0,0,0,371,199,172,91,37,54,197,138,59,142,135,7,93,89,4,15,14,1,2,2,0,32,30,2,55,3,52,1,0,1,36,1,35,0,0,0,18,2,16,42,3,39,1,0,1,36,1,35,0,0,0,5,2,3,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13,265,98,167,,Found,At row ...19816
21,381,2950,399044,0,0,VILLAGE,Samasarapur,Rural,572,2509,1280,1229,265,129,136,550,292,258,0,0,0,1800,1016,784,709,264,445,1030,817,213,739,675,64,236,223,13,198,182,16,5,5,0,300,265,35,291,142,149,102,26,76,130,72,58,5,4,1,54,40,14,286,138,148,100,25,75,127,69,58,5,4,1,54,40,14,5,4,1,2,1,1,3,3,0,0,0,0,0,0,0,1479,463,1016,,Found,At row ...19817
21,381,2950,399045,0,0,VILLAGE,Radhapatipur,Rural,97,415,220,195,46,22,24,7,4,3,0,0,0,318,187,131,97,33,64,219,141,78,138,131,7,49,48,1,7,7,0,4,3,1,78,73,5,81,10,71,0,0,0,42,1,41,30,2,28,9,7,2,74,10,64,0,0,0,35,1,34,30,2,28,9,7,2,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,196,79,117,,Found,At row ...19818
