State,District,"Subdistt
(Police Station)",Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,
21,381,2960,399984,0,0,VILLAGE,Radhanagar,Rural,93,528,271,257,42,24,18,0,0,0,0,0,0,409,224,185,119,47,72,159,157,2,158,156,2,111,111,0,28,28,0,0,0,0,19,17,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,114,255,,Found,At row ...20790
21,381,2960,399985,0,0,VILLAGE,Bankol,Rural,58,258,134,124,28,11,17,95,48,47,0,0,0,172,98,74,86,36,50,88,87,1,87,87,0,74,74,0,11,11,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,47,123,,Found,At row ...20791
21,381,2960,399986,0,0,VILLAGE,Barimula,Rural,223,988,507,481,77,43,34,89,51,38,14,4,10,796,427,369,192,80,112,318,257,61,309,252,57,57,56,1,155,144,11,0,0,0,97,52,45,9,5,4,0,0,0,4,4,0,0,0,0,5,1,4,9,5,4,0,0,0,4,4,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,250,420,,Found,At row ...20792
21,381,2960,399987,0,0,VILLAGE,Bodhagan,Rural,1,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,,Found,At row ...20793
21,381,2960,399988,0,0,VILLAGE,Babujanga,Rural,678,2895,1466,1429,299,146,153,268,133,135,96,47,49,2335,1252,1083,560,214,346,1047,823,224,826,775,51,380,373,7,194,170,24,16,16,0,236,216,20,221,48,173,20,7,13,177,31,146,1,1,0,23,9,14,168,33,135,18,7,11,126,16,110,1,1,0,23,9,14,53,15,38,2,0,2,51,15,36,0,0,0,0,0,0,1848,643,1205,,Found,At row ...20794
21,381,2960,399989,0,0,VILLAGE,Parikusamandal,Rural,15,75,31,44,6,2,4,0,0,0,0,0,0,55,25,30,20,6,14,15,15,0,15,15,0,9,9,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,16,44,,Found,At row ...20795
21,381,2960,399990,0,0,VILLAGE,Dulupur,Rural,323,1277,630,647,127,64,63,156,83,73,0,0,0,1003,536,467,274,94,180,324,308,16,302,291,11,57,57,0,143,142,1,34,32,2,68,60,8,22,17,5,4,4,0,7,6,1,1,1,0,10,6,4,19,14,5,4,4,0,5,4,1,1,1,0,9,5,4,3,3,0,0,0,0,2,2,0,0,0,0,1,1,0,953,322,631,,Found,At row ...20796
21,381,2960,399991,0,0,VILLAGE,Orikanta,Rural,10,46,23,23,4,3,1,0,0,0,0,0,0,32,17,15,14,6,8,12,11,1,12,11,1,6,6,0,1,1,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,22,,Found,At row ...20797
21,381,2960,399992,0,0,VILLAGE,Uttarkul,Rural,218,954,484,470,87,47,40,88,45,43,0,0,0,714,390,324,240,94,146,290,256,34,173,153,20,28,24,4,19,16,3,24,23,1,102,90,12,117,103,14,5,5,0,68,65,3,2,1,1,42,32,10,82,74,8,4,4,0,51,50,1,1,0,1,26,20,6,35,29,6,1,1,0,17,15,2,1,1,0,16,12,4,664,228,436,,Found,At row ...20798
21,381,2960,399993,0,0,VILLAGE,Sahaspur,Rural,89,411,220,191,47,20,27,149,81,68,0,0,0,314,189,125,97,31,66,134,125,9,85,79,6,19,18,1,20,20,0,0,0,0,46,41,5,49,46,3,2,2,0,40,38,2,0,0,0,7,6,1,46,45,1,2,2,0,37,37,0,0,0,0,7,6,1,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,277,95,182,,Found,At row ...20799
21,381,2960,399994,0,0,VILLAGE,Safipur,Rural,123,483,239,244,50,27,23,134,58,76,0,0,0,331,179,152,152,60,92,142,131,11,109,106,3,85,83,2,17,17,0,0,0,0,7,6,1,33,25,8,5,5,0,26,19,7,0,0,0,2,1,1,33,25,8,5,5,0,26,19,7,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,108,233,,Found,At row ...20800
21,381,2960,399995,0,0,VILLAGE,Pinpur,Rural,253,936,485,451,90,52,38,122,58,64,8,5,3,689,370,319,247,115,132,488,361,127,283,256,27,205,183,22,24,22,2,12,12,0,42,39,3,205,105,100,5,4,1,11,7,4,7,7,0,182,87,95,199,101,98,5,4,1,5,3,2,7,7,0,182,87,95,6,4,2,0,0,0,6,4,2,0,0,0,0,0,0,448,124,324,,Found,At row ...20801
21,381,2960,399996,0,0,VILLAGE,Muguria,Rural,203,990,522,468,90,53,37,89,42,47,0,0,0,748,427,321,242,95,147,335,326,9,301,294,7,241,237,4,29,27,2,0,0,0,31,30,1,34,32,2,4,4,0,25,24,1,0,0,0,5,4,1,33,31,2,4,4,0,24,23,1,0,0,0,5,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,655,196,459,,Found,At row ...20802
21,381,2960,399997,0,0,VILLAGE,Biribandha,Rural,87,377,194,183,43,26,17,81,44,37,0,0,0,297,159,138,80,35,45,122,117,5,85,82,3,56,54,2,3,3,0,0,0,0,26,25,1,37,35,2,0,0,0,31,29,2,0,0,0,6,6,0,32,32,0,0,0,0,26,26,0,0,0,0,6,6,0,5,3,2,0,0,0,5,3,2,0,0,0,0,0,0,255,77,178,,Found,At row ...20803
21,381,2960,399998,0,0,VILLAGE,Odakhanda,Rural,122,558,279,279,53,30,23,191,92,99,0,0,0,372,195,177,186,84,102,176,151,25,57,51,6,20,18,2,2,2,0,1,1,0,34,30,4,119,100,19,6,4,2,80,68,12,0,0,0,33,28,5,89,84,5,5,4,1,59,57,2,0,0,0,25,23,2,30,16,14,1,0,1,21,11,10,0,0,0,8,5,3,382,128,254,,Found,At row ...20804
21,381,2960,399999,0,0,VILLAGE,Dharibil,Rural,39,166,89,77,12,9,3,22,11,11,0,0,0,143,77,66,23,12,11,39,34,5,9,7,2,1,1,0,0,0,0,1,1,0,7,5,2,30,27,3,13,13,0,10,8,2,2,2,0,5,4,1,30,27,3,13,13,0,10,8,2,2,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,55,72,,Found,At row ...20805
21,381,2960,400000,0,0,VILLAGE,Mehendipur,Rural,164,753,373,380,83,43,40,127,54,73,0,0,0,554,298,256,199,75,124,219,183,36,183,160,23,75,73,2,58,47,11,24,20,4,26,20,6,36,23,13,6,3,3,17,15,2,4,0,4,9,5,4,34,23,11,6,3,3,16,15,1,4,0,4,8,5,3,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,534,190,344,,Found,At row ...20806
21,381,2960,400001,0,0,VILLAGE,Sangrampur,Rural,107,498,233,265,62,36,26,189,90,99,0,0,0,340,168,172,158,65,93,158,121,37,137,111,26,30,26,4,58,50,8,21,16,5,28,19,9,21,10,11,4,1,3,3,1,2,2,2,0,12,6,6,19,10,9,3,1,2,2,1,1,2,2,0,12,6,6,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,340,112,228,,Found,At row ...20807
21,381,2960,400002,0,0,VILLAGE,Champa,Rural,134,598,270,328,63,29,34,88,37,51,0,0,0,481,231,250,117,39,78,115,110,5,110,105,5,4,4,0,36,34,2,1,1,0,69,66,3,5,5,0,0,0,0,1,1,0,0,0,0,4,4,0,5,5,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,160,323,,Found,At row ...20808
21,381,2960,400003,0,0,VILLAGE,Manijanga,Rural,599,2623,1337,1286,297,159,138,385,195,190,0,0,0,1953,1115,838,670,222,448,1075,751,324,705,592,113,73,64,9,114,101,13,329,256,73,189,171,18,370,159,211,16,10,6,20,15,5,102,47,55,232,87,145,177,127,50,11,10,1,17,14,3,54,32,22,95,71,24,193,32,161,5,0,5,3,1,2,48,15,33,137,16,121,1548,586,962,,Found,At row ...20809
21,381,2960,400004,0,0,VILLAGE,Mahammadpur,Rural,853,3974,2061,1913,437,201,236,898,466,432,1,0,1,2955,1724,1231,1019,337,682,1496,1141,355,1041,964,77,30,22,8,127,121,6,383,349,34,501,472,29,455,177,278,11,7,4,22,15,7,300,76,224,122,79,43,438,165,273,9,5,4,22,15,7,290,71,219,117,74,43,17,12,5,2,2,0,0,0,0,10,5,5,5,5,0,2478,920,1558,,Found,At row ...20810
21,381,2960,400005,0,0,VILLAGE,Biswanathapur,Rural,237,1049,545,504,94,50,44,172,88,84,0,0,0,803,449,354,246,96,150,322,296,26,275,257,18,60,58,2,83,81,2,23,19,4,109,99,10,47,39,8,2,2,0,34,29,5,0,0,0,11,8,3,41,35,6,2,2,0,28,25,3,0,0,0,11,8,3,6,4,2,0,0,0,6,4,2,0,0,0,0,0,0,727,249,478,,Found,At row ...20811
21,381,2960,400006,0,0,VILLAGE,Bhuinsailo,Rural,26,140,75,65,20,10,10,139,74,65,0,0,0,84,51,33,56,24,32,39,28,11,12,10,2,1,1,0,5,5,0,1,0,1,5,4,1,27,18,9,1,0,1,16,10,6,2,2,0,8,6,2,24,17,7,0,0,0,16,10,6,2,2,0,6,5,1,3,1,2,1,0,1,0,0,0,0,0,0,2,1,1,101,47,54,,Found,At row ...20812
21,381,2961,0,0,0,SUB-DISTRICT,Jagatpur  P.S,Total,13482,62359,31975,30384,6690,3452,3238,14972,7681,7291,1636,820,816,47075,25702,21373,15284,6273,9011,23584,18644,4940,16946,15030,1916,2870,2756,114,3402,2857,545,748,655,93,9926,8762,1164,6638,3614,3024,629,468,161,3225,1761,1464,435,184,251,2349,1201,1148,5286,3046,2240,517,398,119,2512,1468,1044,364,156,208,1893,1024,869,1352,568,784,112,70,42,713,293,420,71,28,43,456,177,279,38775,13331,25444,,,
21,381,2961,0,0,0,SUB-DISTRICT,Jagatpur  P.S,Rural,13482,62359,31975,30384,6690,3452,3238,14972,7681,7291,1636,820,816,47075,25702,21373,15284,6273,9011,23584,18644,4940,16946,15030,1916,2870,2756,114,3402,2857,545,748,655,93,9926,8762,1164,6638,3614,3024,629,468,161,3225,1761,1464,435,184,251,2349,1201,1148,5286,3046,2240,517,398,119,2512,1468,1044,364,156,208,1893,1024,869,1352,568,784,112,70,42,713,293,420,71,28,43,456,177,279,38775,13331,25444,,,
21,381,2961,0,0,0,SUB-DISTRICT,Jagatpur  P.S,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
21,381,2961,400007,0,0,VILLAGE,Makundapur,Rural,93,392,212,180,39,23,16,246,129,117,0,0,0,308,177,131,84,35,49,189,129,60,124,121,3,54,54,0,11,11,0,0,0,0,59,56,3,65,8,57,0,0,0,58,6,52,1,0,1,6,2,4,62,7,55,0,0,0,56,6,50,1,0,1,5,1,4,3,1,2,0,0,0,2,0,2,0,0,0,1,1,0,203,83,120,,Found,At row ...20815
21,381,2961,400008,0,0,VILLAGE,Badabhimarajpur,Rural,476,1979,982,997,241,112,129,631,317,314,0,0,0,1434,798,636,545,184,361,891,586,305,430,410,20,40,40,0,185,177,8,9,9,0,196,184,12,461,176,285,20,15,5,179,76,103,6,3,3,256,82,174,214,97,117,19,15,4,106,46,60,5,3,2,84,33,51,247,79,168,1,0,1,73,30,43,1,0,1,172,49,123,1088,396,692,,Found,At row ...20816
21,381,2961,400009,0,0,VILLAGE,Sanabhimarajpur,Rural,36,172,88,84,21,12,9,48,28,20,0,0,0,111,56,55,61,32,29,91,54,37,54,52,2,39,39,0,9,7,2,0,0,0,6,6,0,37,2,35,0,0,0,6,2,4,0,0,0,31,0,31,37,2,35,0,0,0,6,2,4,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,34,47,,Found,At row ...20817
21,381,2961,400010,0,0,VILLAGE,Chahapara,Rural,354,1589,789,800,158,80,78,354,180,174,0,0,0,1259,666,593,330,123,207,690,503,187,429,355,74,163,158,5,81,60,21,10,9,1,175,128,47,261,148,113,32,27,5,160,80,80,13,3,10,56,38,18,238,134,104,28,24,4,146,72,74,13,3,10,51,35,16,23,14,9,4,3,1,14,8,6,0,0,0,5,3,2,899,286,613,,Found,At row ...20818
21,381,2961,400011,0,0,VILLAGE,Gopinathpur,Rural,469,2186,1128,1058,209,112,97,250,130,120,5,2,3,1736,942,794,450,186,264,996,684,312,630,544,86,146,140,6,122,97,25,35,33,2,327,274,53,366,140,226,48,30,18,122,74,48,97,8,89,99,28,71,284,114,170,41,28,13,88,57,31,88,6,82,67,23,44,82,26,56,7,2,5,34,17,17,9,2,7,32,5,27,1190,444,746,,Found,At row ...20819
21,381,2961,400012,0,0,VILLAGE,Padhanpada,Rural,292,1240,608,632,130,67,63,267,125,142,8,3,5,961,489,472,279,119,160,414,377,37,373,347,26,99,98,1,77,74,3,3,0,3,194,175,19,41,30,11,14,11,3,13,7,6,0,0,0,14,12,2,41,30,11,14,11,3,13,7,6,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,231,595,,Found,At row ...20820
21,381,2961,400013,0,0,VILLAGE,Champapur,Rural,56,243,126,117,29,14,15,116,60,56,3,1,2,198,109,89,45,17,28,70,60,10,62,57,5,6,5,1,13,12,1,0,0,0,43,40,3,8,3,5,1,1,0,5,0,5,0,0,0,2,2,0,8,3,5,1,1,0,5,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,66,107,,Found,At row ...20821
21,381,2961,400014,0,0,VILLAGE,Ganipur,Rural,108,532,277,255,49,21,28,0,0,0,0,0,0,459,249,210,73,28,45,181,167,14,161,154,7,53,53,0,6,6,0,0,0,0,102,95,7,20,13,7,5,3,2,6,5,1,0,0,0,9,5,4,20,13,7,5,3,2,6,5,1,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,110,241,,Found,At row ...20822
21,381,2961,400015,0,0,VILLAGE,Kulinda,Rural,71,300,144,156,26,14,12,38,15,23,0,0,0,243,127,116,57,17,40,109,86,23,48,41,7,3,3,0,12,11,1,0,0,0,33,27,6,61,45,16,5,5,0,50,37,13,1,0,1,5,3,2,38,31,7,1,1,0,32,28,4,1,0,1,4,2,2,23,14,9,4,4,0,18,9,9,0,0,0,1,1,0,191,58,133,,Found,At row ...20823
21,381,2961,400016,0,0,VILLAGE,Purushottampur,Rural,139,633,321,312,65,33,32,314,160,154,4,2,2,488,262,226,145,59,86,254,195,59,141,134,7,28,27,1,49,49,0,8,8,0,56,50,6,113,61,52,6,6,0,91,41,50,0,0,0,16,14,2,86,52,34,5,5,0,68,35,33,0,0,0,13,12,1,27,9,18,1,1,0,23,6,17,0,0,0,3,2,1,379,126,253,,Found,At row ...20824
21,381,2961,400017,0,0,VILLAGE,Ganapur,Rural,121,504,266,238,37,23,14,108,55,53,0,0,0,388,213,175,116,53,63,198,148,50,94,69,25,35,32,3,13,7,6,1,1,0,45,29,16,104,79,25,48,43,5,32,26,6,1,1,0,23,9,14,88,67,21,41,37,4,27,23,4,1,1,0,19,6,13,16,12,4,7,6,1,5,3,2,0,0,0,4,3,1,306,118,188,,Found,At row ...20825
21,381,2961,400018,0,0,VILLAGE,Satyabhamapur,Rural,469,2080,1040,1040,156,86,70,511,256,255,12,0,12,1686,889,797,394,151,243,958,650,308,654,557,97,195,184,11,149,131,18,112,89,23,198,153,45,304,93,211,42,14,28,164,53,111,66,12,54,32,14,18,243,74,169,24,8,16,147,48,99,46,6,40,26,12,14,61,19,42,18,6,12,17,5,12,20,6,14,6,2,4,1122,390,732,,Found,At row ...20826
21,381,2961,400019,0,0,VILLAGE,Ganeswarpur,Rural,132,493,250,243,63,33,30,25,10,15,0,0,0,410,212,198,83,38,45,70,67,3,32,31,1,1,1,0,1,1,0,3,3,0,27,26,1,38,36,2,1,1,0,25,25,0,4,4,0,8,6,2,34,32,2,1,1,0,21,21,0,4,4,0,8,6,2,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,423,183,240,,Found,At row ...20827
21,381,2961,400020,0,0,VILLAGE,Kisinapur,Rural,334,1363,717,646,123,65,58,311,162,149,0,0,0,1162,624,538,201,93,108,668,423,245,38,28,10,15,6,9,1,0,1,2,2,0,20,20,0,630,395,235,201,184,17,54,45,9,61,61,0,314,105,209,581,359,222,171,156,15,49,43,6,60,60,0,301,100,201,49,36,13,30,28,2,5,2,3,1,1,0,13,5,8,695,294,401,,Found,At row ...20828
21,381,2961,400021,0,0,VILLAGE,Biswanathpur,Rural,645,2844,1509,1335,306,170,136,768,390,378,17,9,8,2276,1255,1021,568,254,314,1191,872,319,592,551,41,386,379,7,66,51,15,11,11,0,129,110,19,599,321,278,30,21,9,428,230,198,24,13,11,117,57,60,280,181,99,16,12,4,202,126,76,7,6,1,55,37,18,319,140,179,14,9,5,226,104,122,17,7,10,62,20,42,1653,637,1016,,Found,At row ...20829
21,381,2961,400022,0,0,VILLAGE,Sambhupur,Rural,86,328,164,164,36,16,20,68,37,31,113,59,54,222,125,97,106,39,67,208,110,98,32,26,6,5,5,0,0,0,0,6,5,1,21,16,5,176,84,92,6,3,3,129,71,58,32,7,25,9,3,6,175,84,91,6,3,3,129,71,58,31,7,24,9,3,6,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,120,54,66,,Found,At row ...20830
21,381,2961,400023,0,0,VILLAGE,Bahadulapatna,Rural,310,1307,659,648,148,67,81,309,158,151,7,2,5,1036,556,480,271,103,168,543,398,145,254,226,28,14,13,1,7,7,0,2,0,2,231,206,25,289,172,117,18,14,4,80,52,28,4,2,2,187,104,83,229,149,80,16,12,4,59,45,14,1,0,1,153,92,61,60,23,37,2,2,0,21,7,14,3,2,1,34,12,22,764,261,503,,Found,At row ...20831
21,381,2961,400024,0,0,VILLAGE,Laxminarayanapur,Rural,518,2163,1090,1073,207,102,105,836,422,414,3,0,3,1548,862,686,615,228,387,658,607,51,589,550,39,62,60,2,139,127,12,26,25,1,362,338,24,69,57,12,4,1,3,12,9,3,4,4,0,49,43,6,62,50,12,4,1,3,10,7,3,4,4,0,44,38,6,7,7,0,0,0,0,2,2,0,0,0,0,5,5,0,1505,483,1022,,Found,At row ...20832
21,381,2961,400025,0,0,VILLAGE,Mahajanpur,Rural,533,2432,1236,1196,243,125,118,824,421,403,14,11,3,1769,966,803,663,270,393,1196,803,393,1002,729,273,166,148,18,362,227,135,3,1,2,471,353,118,194,74,120,12,9,3,75,23,52,8,2,6,99,40,59,154,61,93,9,7,2,53,19,34,7,2,5,85,33,52,40,13,27,3,2,1,22,4,18,1,0,1,14,7,7,1236,433,803,,Found,At row ...20833
21,381,2961,400026,0,0,VILLAGE,Trilochanpur,Rural,479,2102,1070,1032,194,100,94,346,190,156,107,53,54,1651,897,754,451,173,278,612,561,51,545,512,33,67,64,3,133,124,9,7,6,1,338,318,20,67,49,18,6,5,1,31,27,4,6,4,2,24,13,11,61,47,14,5,5,0,31,27,4,3,2,1,22,13,9,6,2,4,1,0,1,0,0,0,3,2,1,2,0,2,1490,509,981,,Found,At row ...20834
21,381,2961,400027,0,0,VILLAGE,Ichhapur,Rural,148,678,360,318,65,36,29,54,27,27,0,0,0,442,258,184,236,102,134,226,202,24,226,202,24,107,105,2,53,36,17,0,0,0,66,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,158,294,,Found,At row ...20835
21,381,2961,400028,0,0,VILLAGE,Kothabada,Rural,351,1728,881,847,208,104,104,638,332,306,0,0,0,1151,624,527,577,257,320,648,509,139,395,369,26,59,59,0,109,109,0,0,0,0,227,201,26,253,140,113,8,4,4,193,106,87,1,0,1,51,30,21,151,81,70,5,3,2,109,53,56,1,0,1,36,25,11,102,59,43,3,1,2,84,53,31,0,0,0,15,5,10,1080,372,708,,Found,At row ...20836
21,381,2961,400029,0,0,VILLAGE,Mutarifa,Rural,649,3408,1789,1619,425,216,209,712,363,349,0,0,0,2493,1396,1097,915,393,522,1195,982,213,863,801,62,37,32,5,174,162,12,76,73,3,576,534,42,332,181,151,15,8,7,84,60,24,19,13,6,214,100,114,315,174,141,15,8,7,82,60,22,19,13,6,199,93,106,17,7,10,0,0,0,2,0,2,0,0,0,15,7,8,2213,807,1406,,Found,At row ...20837
21,381,2961,400030,0,0,VILLAGE,Bhairpur,Rural,692,3413,1742,1671,409,217,192,546,268,278,3,2,1,2636,1419,1217,777,323,454,1163,1085,78,1111,1048,63,116,114,2,164,155,9,42,40,2,789,739,50,52,37,15,3,3,0,36,23,13,3,2,1,10,9,1,51,37,14,3,3,0,36,23,13,2,2,0,10,9,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2250,657,1593,,Found,At row ...20838
21,381,2961,400031,0,0,VILLAGE,Sunakhala,Rural,326,1591,819,772,180,95,85,348,174,174,0,0,0,1201,665,536,390,154,236,596,489,107,398,388,10,56,56,0,29,26,3,8,8,0,305,298,7,198,101,97,23,22,1,159,63,96,0,0,0,16,16,0,189,97,92,21,20,1,153,62,91,0,0,0,15,15,0,9,4,5,2,2,0,6,1,5,0,0,0,1,1,0,995,330,665,,Found,At row ...20839
21,381,2961,400032,0,0,VILLAGE,Gunjarpur,Rural,607,2971,1522,1449,420,212,208,562,290,272,0,0,0,2241,1204,1037,730,318,412,939,865,74,925,854,71,14,13,1,13,12,1,83,69,14,815,760,55,14,11,3,0,0,0,1,0,1,2,1,1,11,10,1,14,11,3,0,0,0,1,0,1,2,1,1,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,657,1375,,Found,At row ...20840
21,381,2961,400033,0,0,VILLAGE,Andeisahi,Rural,242,1205,623,582,147,77,70,284,149,135,0,0,0,817,458,359,388,165,223,420,358,62,400,345,55,36,34,2,25,20,5,46,40,6,293,251,42,20,13,7,2,0,2,3,2,1,3,2,1,12,9,3,10,5,5,2,0,2,3,2,1,1,0,1,4,3,1,10,8,2,0,0,0,0,0,0,2,2,0,8,6,2,785,265,520,,Found,At row ...20841
21,381,2961,400034,0,0,VILLAGE,Gopinathpur,Rural,662,3228,1637,1591,397,200,197,286,143,143,530,275,255,2312,1247,1065,916,390,526,1112,931,181,899,773,126,23,21,2,16,15,1,29,25,4,831,712,119,213,158,55,13,5,8,103,83,20,8,6,2,89,64,25,191,142,49,13,5,8,101,81,20,8,6,2,69,50,19,22,16,6,0,0,0,2,2,0,0,0,0,20,14,6,2116,706,1410,,Found,At row ...20842
21,381,2961,400035,0,0,VILLAGE,Champati,Rural,423,2026,1037,989,185,81,104,620,320,300,9,4,5,1663,901,762,363,136,227,627,577,50,540,504,36,97,93,4,170,170,0,43,41,2,230,200,30,87,73,14,4,4,0,45,37,8,6,5,1,32,27,5,69,60,9,3,3,0,35,31,4,5,4,1,26,22,4,18,13,5,1,1,0,10,6,4,1,1,0,6,5,1,1399,460,939,,Found,At row ...20843
21,381,2961,400036,0,0,VILLAGE,Paschimakachha,Rural,816,3921,2014,1907,451,237,214,966,514,452,100,49,51,2924,1598,1326,997,416,581,1230,1144,86,1093,1043,50,143,139,4,260,256,4,26,23,3,664,625,39,137,101,36,11,8,3,42,30,12,17,10,7,67,53,14,127,92,35,11,8,3,40,29,11,14,7,7,62,48,14,10,9,1,0,0,0,2,1,1,3,3,0,5,5,0,2691,870,1821,,Found,At row ...20844
21,381,2961,400037,0,0,VILLAGE,Madhyakachha,Rural,400,1806,953,853,185,110,75,771,397,374,180,98,82,1160,661,499,646,292,354,732,566,166,415,371,44,25,25,0,165,150,15,11,10,1,214,186,28,317,195,122,2,2,0,286,173,113,1,1,0,28,19,9,261,186,75,2,2,0,232,165,67,1,1,0,26,18,8,56,9,47,0,0,0,54,8,46,0,0,0,2,1,1,1074,387,687,,Found,At row ...20845
21,381,2961,400038,0,0,VILLAGE,Barbodia,Rural,350,1702,864,838,181,95,86,98,49,49,0,0,0,1358,717,641,344,147,197,587,508,79,509,466,43,133,131,2,39,39,0,6,5,1,331,291,40,78,42,36,5,5,0,5,4,1,0,0,0,68,33,35,64,36,28,5,5,0,5,4,1,0,0,0,54,27,27,14,6,8,0,0,0,0,0,0,0,0,0,14,6,8,1115,356,759,,Found,At row ...20846
21,381,2961,400039,0,0,VILLAGE,Purbakachha,Rural,693,3173,1621,1552,310,152,158,733,369,364,20,11,9,2372,1296,1076,801,325,476,1164,908,256,838,705,133,91,85,6,249,188,61,27,22,5,471,410,61,326,203,123,24,5,19,186,147,39,14,1,13,102,50,52,290,190,100,13,4,9,169,138,31,11,1,10,97,47,50,36,13,23,11,1,10,17,9,8,3,0,3,5,3,2,2009,713,1296,,Found,At row ...20847
21,381,2961,400040,0,0,VILLAGE,Atoda,Rural,479,2312,1186,1126,256,131,125,492,261,231,482,230,252,1636,929,707,676,257,419,1111,714,397,836,576,260,143,139,4,357,214,143,17,8,9,319,215,104,275,138,137,2,1,1,163,62,101,14,3,11,96,72,24,272,136,136,2,1,1,162,61,101,13,3,10,95,71,24,3,2,1,0,0,0,1,1,0,1,0,1,1,1,0,1201,472,729,,Found,At row ...20848
